Fp1,Fp2,F7,F3,Fz,F4,F8,FC3,FCz,FC4,T7,C3,Cz,C4,T8,CP3,CPz,CP4,P7,P3,Pz,P4,P8,O1,Oz,O2,VPVA,VNVB,HPHL,HNHR,Erbs,OrbOcc,Mass
-1311.3021850585935,-14509.966498927064,331.21359975714427,2712.826979787726,6300.775628340871,4167.368537501285,-3291.807676616468,4251.442457500257,7182.547920628597,6622.703451859323,5554.52547575298,6674.214413291529,6601.6849718595795,4852.3827602988795,7806.200730173209,4756.199686150801,5764.710275750411,5440.461008172286,-17979.646983899565,6053.071273000616,5898.726613898026,5888.750678614566,5752.1619294819075,3231.952064915707,5913.721887688887,5005.97451862536,-15120.443544889747,-7570.85649590743,-1363.8797559236225,-2887.6881850393193,2263.2824747185955,-4445.879082930715,-4490.300228721217
-1315.1294306704872,-14513.60551934493,321.9905652497944,2708.9369924444895,6294.689680400647,4162.28645726254,-3295.007504914936,4247.615211888362,7177.340356927169,6618.374272396689,5548.439527812757,6670.76361806769,6597.794984516344,4848.367289492958,7802.436226292659,4755.258560180663,5761.133997063887,5437.700371993215,-17980.27440121299,6051.502729717054,5897.032587151778,5886.554718017577,5749.965968884919,3229.6306208560336,5911.714152285927,5004.092266685084,-15124.898207815068,-7571.483913220856,-1367.3305511474607,-2886.307866949784,2264.0353754947055,-4442.867479826275,-4490.300228721217
-1319.5840935958058,-14517.871957076222,317.97509444387333,2704.4195877878287,6287.348897833573,4156.137767590974,-3297.956366288034,4242.972323769017,7171.254408986944,6612.602033113178,5541.53793736508,6665.807021291632,6592.587420814915,4843.47343444824,7797.354146053915,4752.560665732935,5756.553850675883,5433.308450799239,-17985.73293183979,6047.612742373817,5893.519050196597,5883.543114913136,5747.832750019274,3227.0582098709906,5908.451582256116,5001.51985570004,-15128.537228232932,-7580.581464265521,-1370.7813463712992,-2889.884145636307,2266.2313360916937,-4444.624248303865,-4495.319567228617
-1322.0937628495064,-14520.005175941867,317.97509444387333,2702.098143728156,6282.32955932617,4152.247780247738,-3299.33668437757,4239.960720664576,7167.991838957133,6608.523820575913,5537.585208290501,6663.109126843903,6589.199367322419,4841.340215582596,7793.526900442022,4750.67841379266,5754.859823929635,5430.422331157483,-17990.18759476511,6045.2285565828015,5891.762281719007,5882.790214137027,5747.519041362561,3226.493534288908,5907.134005897923,5001.143405311986,-15129.603837665756,-7589.679015310186,-1373.3537573563424,-2896.4092856959287,2266.0431108976663,-4449.580845079923,-4500.401647467362
-1324.0387565211245,-14520.31888459858,319.0417038766961,2701.9726602654705,6281.011982967978,4151.3066542776005,-3299.775876496967,4239.145078157122,7167.740872031764,6607.582694605777,5536.644082320362,6663.109126843903,6588.446466546309,4841.90489116468,7791.268198113693,4750.301963404605,5756.051916825143,5430.422331157483,-17990.94049554122,6045.855973896227,5892.703407689144,5884.233273957904,5749.589518496864,3227.371918527703,5908.137873599403,5002.9629155209195,-15130.858672292607,-7589.490790116159,-1377.431969893606,-2902.746200561523,2264.2236006887333,-4453.031640303761,-4502.158415944952
-1326.8621344315377,-14520.381626329923,319.0417038766961,2702.4118523848683,6281.388433356034,4151.996813322368,-3300.59151900442,4239.082336425781,7168.117322419817,6608.398337113229,5536.769565783048,6663.673802425986,6588.634691740336,4842.720533672132,7789.950621755499,4749.800029553865,5757.369493183336,5431.865390978361,-17990.124853033765,6046.922583329048,5893.770017121968,5885.61359204744,5752.412896407277,3227.5601437217306,5908.953516106856,5003.904041491056,-15133.493825008993,-7584.7224185341265,-1381.6356658935545,-2908.392956382349,2264.5373093454455,-4453.910024542557,-4502.472124601665
-1326.6111675061677,-14517.934698807563,320.42202196623145,2704.356846056486,6284.2118112664475,4154.56922430741,-3301.09345285516,4240.588137978001,7169.999574360094,6610.845264635587,5538.5263342606395,6665.430570903576,6590.5796854119535,4844.665527343749,7791.707390233089,4750.364705135948,5759.189003392269,5434.437801963404,-17988.681793212887,6048.302901418585,5895.08759348016,5887.244877062345,5755.8009498997735,3227.685627184416,5909.518191688939,5004.468717073139,-15133.305599814965,-7582.08726581774,-1381.1964737741569,-2909.7105327405425,2265.6039187782685,-4453.9727662739,-4500.464389198704
-1321.1526368793686,-14512.664393374793,325.50410220497525,2708.68602551912,6290.235017475328,4159.212112426758,-3300.3405520790498,4244.917317440635,7174.705204210783,6615.362669292249,5543.608414499383,6669.697008634867,6595.159831799958,4848.618256418328,7797.542371247942,4753.752758628443,5763.329957660875,5438.265047575297,-17986.611316078586,6051.565471448395,5898.036454853258,5890.068254972758,5758.6243278101865,3229.003203542609,5911.274960166529,5006.225485550729,-15127.847069188167,-7579.703080026725,-1375.9261683413856,-2904.314743845086,2265.666660509611,-4453.3453489604735,-4495.884242810701
-1314.6274968197467,-14508.837147762899,330.02150686163645,2712.2623042056434,6295.944515027497,4163.980484008789,-3297.579915899979,4249.434722097296,7179.850026180869,6619.88007394891,5550.25903802169,6673.900704634816,6599.489011262592,4852.3827602988795,7803.69106091951,4757.642745971679,5767.721878854852,5441.590359336451,-17985.105514526364,6054.765299746864,5900.797091032328,5892.452440763774,5757.934168765419,3229.818846050061,5912.780761718749,5007.292094983552,-15121.510154322572,-7576.126801340201,-1371.7852140727791,-2897.7896037854644,2265.2274683902137,-4453.721799348529,-4493.562798751028
-1310.361059088456,-14508.146988718132,330.1469903243215,2713.3916553698086,6298.893376400595,4167.807729620682,-3292.748802586605,4251.944391350997,7183.3635631360485,6623.205385710064,5554.9646678723775,6676.159406963146,6602.249647441663,4855.331621671978,7806.95363094932,4760.215156956721,5770.545256765265,5443.8490616647805,-17984.917289332338,6056.459326493112,5901.989183927836,5893.832758853308,5755.9891750938,3229.442395662006,5912.906245181433,5007.22935325221,-15117.933875636048,-7573.554390355159,-1370.9695715653268,-2895.4054179944487,2264.098117226048,-4455.604051288805,-4494.692149915193
