Fp1,Fp2,F7,F3,Fz,F4,F8,FC3,FCz,FC4,T7,C3,Cz,C4,T8,CP3,CPz,CP4,P7,P3,Pz,P4,P8,O1,Oz,O2,VPVA,VNVB,HPHL,HNHR,Erbs,OrbOcc,Mass
-21165.42113454718,-20428.707725123357,-2071.92019412392,4442.365545975534,-1722.825200934159,-18552.102540668682,-4257.716630634508,9656.077937075965,6795.243213051243,6336.287448280736,4516.777239347759,8993.023320248252,8995.470247770609,8722.167266042608,10587.353455392937,9081.740128366568,2927.780151367187,8623.725489566199,9075.152246575606,8148.01768252724,9605.31987641987,4774.4575299714725,9628.032383165859,6375.061838250411,7517.71424946032,10132.538644891036,-8320.30647679379,-16853.74661495811,-3071.5214578728924,-3418.6087156596927,-19817.164069727845,-3400.1626466449934,-18309.35478210449
-21166.36226051732,-20431.84481169048,-2072.7358366313733,4441.361678274054,-1723.6408434416117,-18553.67108395225,-4259.222432186729,9655.387778031196,6793.988378424393,6335.095355385228,4515.710629914936,8992.207677740798,8994.466380069129,8720.912431415758,10585.9731373034,9080.987227590462,2927.1527340537614,8622.784363596062,9073.5209615607,8146.700106169046,9604.943426031812,4773.9555961207325,9626.903032001695,6375.250063444438,7517.776991191662,10132.852353547749,-8324.008238942999,-16852.80548898797,-3071.96064999229,-3420.5537093313114,-19814.968109130852,-3396.3981427644426,-18309.166556910463
-21167.303386487456,-20434.16625575015,-2073.6769626015102,4440.671519229286,-1724.1427772923519,-18556.118011474606,-4262.23403529117,9655.136811105827,6793.549186304996,6333.90326248972,4514.07934490003,8992.270419472143,8994.52912180047,8719.657596788908,10584.153627094469,9080.673518933747,2927.08999232242,8622.28242974532,9072.893544247278,8146.511880975019,9604.943426031812,4773.516404001336,9626.463839882295,6376.1284476832325,7518.467150236431,10133.6679960552,-8326.894358584754,-16857.385635375977,-3075.348703484786,-3422.749669928299,-19818.167937429327,-3399.974421450966,-18312.86831905967
-21166.36226051732,-20434.040772287462,-2072.1711610492903,4442.679254632248,-1722.0723001580488,-18555.67881935521,-4263.9280620374175,9656.95632131476,6795.933372096011,6335.220838847913,4514.644020482113,8995.031055651212,8997.038791054172,8721.351623535154,10584.71830267655,9082.932221262077,2929.09772772538,8624.29016514828,9074.901279650237,8149.27251715409,9608.080512598943,4775.273172478926,9628.659800479285,6379.391017713044,7520.97681949013,10136.867824353669,-8327.396292435495,-16864.600934480364,-3077.168213693719,-3423.25160377904,-19822.30889169793,-3406.0603693911894,-18316.193630820824
-21164.73097550241,-20433.036904585988,-2069.91245872096,4445.126182154605,-1718.6215049342104,-18552.98092490748,-4264.869188007555,9659.215023643092,6798.568524812396,6337.66776637027,4516.212563765676,8997.603466636254,8999.673943770558,8724.049517982883,10586.663296348168,9085.818340903834,2931.7956221731083,8626.862576133326,9076.720789859168,8151.719444676448,9611.280340897409,4777.343649613229,9631.232211464328,6382.088912160772,7522.859071430406,10139.502977070055,-8327.647259360865,-16873.00832648026,-3076.791763305664,-3426.01223995811,-19823.81469325015,-3412.8364763761815,-18318.76604180587
-21163.41339914422,-20431.59384476511,-2068.343915437397,4446.50650024414,-1715.7981270237972,-18549.71835487767,-4264.806446276212,9661.160017314709,6800.262551558644,6340.114693892629,4517.906590511924,8998.607334337734,9001.74442090486,8725.994511654502,10588.796515213813,9088.01430150082,2934.3052914268087,8629.184020192999,9077.410948903937,8152.346861989874,9613.225334569026,4778.661225971422,9633.051721673262,6382.590846011512,7523.611972206515,10140.13039438348,-8328.462901868317,-16880.411850778677,-3076.666279842979,-3429.274809987921,-19822.810825548677,-3421.3066101074214,-18319.958134701377
-21162.221306248717,-20429.14691724275,-2067.9047233179995,4447.196659288908,-1715.1079679790291,-18547.396910818,-4263.614353380704,9662.979527523643,6801.580127916837,6341.996945832904,4519.7888424522,8999.23475165116,9003.814898039165,8727.374829744036,10589.549415989924,9089.520103053042,2936.375768561112,8631.19175559596,9078.163849680046,8152.723312377928,9614.79387785259,4779.225901553505,9633.930105912055,6382.2771373548,7524.113906057258,10139.753943995423,-8327.52177589818,-16880.035400390625,-3078.1093396638566,-3429.274809987921,-19822.30889169793,-3430.6551280774565,-18321.150227596885
-21160.27631257709,-20425.8216054816,-2067.2773060045743,4448.326010453073,-1715.3589349043996,-18546.01659272846,-4261.857584903114,9664.548070807203,6802.89770427503,6343.1262969970685,4521.608352661132,9000.552328009353,9005.571666516753,8728.755147833572,10588.859256945156,9090.586712485863,2938.0070535760174,8632.69755714818,9079.418684306896,8153.978147004779,9616.550646330179,4779.727835404245,9634.369298031455,6383.03003813091,7525.368740684107,10139.942169189451,-8321.749536614669,-16869.99672337582,-3077.6074058131167,-3427.5180415103305,-19822.434375160617,-3433.541247719212,-18323.59715511924
-21158.26857717413,-20422.998227571185,-2065.7715044523534,4449.580845079923,-1715.170709710372,-18544.69901637027,-4259.347915649414,9665.300971583316,6803.838830245168,6343.9419395045215,4522.674962093955,9002.309096486944,9007.077468068974,8730.260949385793,10589.110223870528,9091.339613261975,2939.1991464715247,8633.764166581002,9080.736260665088,8155.9231406763965,9618.495640001798,4781.10815349378,9635.373165732935,6385.4142239219245,7527.752926475123,10141.824421129728,-8313.59311154014,-16857.824827495373,-3073.403709813168,-3425.259339182,-19818.85809647409,-3425.0711139879727,-18321.0247441342
-21159.20970314427,-20422.93548583984,-2066.022471377724,4448.827944303814,-1715.9863522178243,-18544.76175810161,-4257.4656637091375,9663.66968656841,6802.5212538869755,6343.251780459755,4522.110286511873,9002.246354755602,9006.889242874948,8730.511916311163,10589.988608109323,9090.900421142576,2938.5089874267574,8633.45045792429,9080.987227590462,8156.801524915192,9618.872090389852,4782.300246389288,9635.624132658304,6387.359217593544,7529.44695322137,10143.706673070003,-8310.83247536107,-16848.28808433131,-3069.8901728579867,-3422.498703002929,-19811.39183044433,-3412.397284256784,-18311.613484432823
-21162.72324009945,-20424.943221242804,-2068.594882362767,4446.255533318769,-1717.4921537700448,-18545.828367534436,-4255.959862156918,9661.097275583366,6800.764485409384,6342.310654489616,4521.169160541735,9000.928778397409,9005.634408248097,8730.44917457982,10590.866992348116,9090.398487291837,2937.630603187962,8633.011265804895,9080.673518933747,8157.115233571905,9618.181931345085,4783.492339284796,9635.059457076222,6388.614052220393,7530.262595728823,10144.89876596551,-8313.906820196853,-16840.884560032893,-3069.2627555445615,-3419.989033749229,-19804.803948653367,-3404.554567838969,-18301.700290880704
-21162.28404798005,-20423.751128347292,-2067.653756392629,4447.322142751593,-1715.2334514417144,-18543.25595654939,-4251.254232306229,9663.105010986326,6804.528989289936,6345.886933176141,4523.427862870065,9003.43844765111,9008.332302695826,8734.276420191714,10595.321655273436,9093.72379905299,2941.834299187911,8636.901253148126,9083.685122038189,8160.816995721114,9621.381759643553,4787.884260478772,9637.945576717977,6392.50403956363,7533.901616146688,10149.10246196546,-8313.84407846551,-16838.249407316507,-3065.2472847386407,-3415.0951787045124,-19802.10605420564,-3399.284262406198,-18294.1712831196
-21156.762775621915,-20419.610174078687,-2061.5050667210626,4452.906156841077,-1709.084761770148,-18537.107266877825,-4245.983926873458,9669.567409314606,6811.869771857009,6352.34933150442,4528.572684840152,9009.90084597939,9015.108409680815,8740.550593325965,10601.9095370644,9099.935230455902,2949.9279825310955,8643.802843595804,9089.771069978413,8167.279394049394,9628.471575285255,4794.221175344366,9643.655074270147,6398.276278847142,7539.673855430202,10155.37663509971,-8309.452157271537,-16842.390361585112,-3056.3379588880034,-3409.4484228836855,-19802.043312474296,-3394.7041160181943,-18292.665481567376
-21153.68843078613,-20418.60630637721,-2057.050403795744,4456.545177258943,-1705.1320326955693,-18534.22114723607,-4246.736827649568,9673.520138389184,6814.881374961451,6354.984484220805,4531.396062750565,9013.539866397252,9019.18662221808,8742.746553922954,10603.603563810648,9103.44876741108,2954.570870650441,8647.065413625616,9093.97476597836,8170.604705810547,9632.98897994192,4796.856328060752,9646.415710449217,6400.660464638157,7542.497233340614,10157.823562622068,-8308.260064376027,-16851.55065436112,-3051.381362111945,-3409.4484228836855,-19803.36088883249,-3395.896208913702,-18300.319972791167
-21154.566815024926,-20420.300333123458,-2057.050403795744,4456.294210333573,-1705.1320326955693,-18535.03678974352,-4251.316974037572,9673.331913195156,6813.37557340923,6353.729649593954,4531.1450958251935,9012.786965621144,9018.872913561368,8741.17801063939,10600.968411094264,9103.44876741108,2954.382645456414,8646.375254580846,9094.97863367984,8170.353738885175,9633.428172061314,4795.726976896587,9645.537326210422,6399.719338668019,7542.246266415244,10156.443244532535,-8311.208925749126,-16860.397238480415,-3053.8910313656447,-3413.5266354209493,-19807.752810026468,-3401.2919978091586,-18308.97833171644
