Fp1,Fp2,F7,F3,Fz,F4,F8,FC3,FCz,FC4,T7,C3,Cz,C4,T8,CP3,CPz,CP4,P7,P3,Pz,P4,P8,O1,Oz,O2,VPVA,VNVB,HPHL,HNHR,Erbs,OrbOcc,Mass
-22638.534244738126,-21053.92907795153,-2308.393779553865,4031.846397801449,-1919.5832704242905,-18859.59976597836,-4871.769955283717,9328.691582930715,6416.973314787211,6135.20019932797,4640.754900480571,8853.234742817125,8629.936920969107,8465.42810138903,10334.62976154528,8738.731083117033,2836.1772236071133,8286.990617450914,8801.535556190891,7772.257453516909,9353.223599885636,4928.927672536749,9455.931814093336,6100.253054970189,7151.365280151366,9741.343949970445,-9476.636585436368,-17540.14115584524,-4054.370679353413,-3511.3409945839326,-19215.533607884452,-3233.144157811215,-17968.667180914625
-22640.47923840974,-21052.925210250047,-2301.115738718133,4033.226715890984,-1918.4539192601253,-18857.529288844056,-4868.883835641961,9329.569967169507,6417.726215563322,6136.7687426115335,4642.323443764134,8854.11312705592,8631.317239058642,8465.867293508429,10336.261046560187,8740.111401206568,2836.4909322638255,8288.245452077763,8802.037490041632,7772.508420442278,9354.729401437857,4930.370732357627,9456.810198332132,6101.570631328382,7153.247532091642,9742.975234985348,-9474.001432719982,-17548.799514770504,-4052.7393943385064,-3507.9529410914365,-19216.97666770533,-3227.0582098709906,-17962.393007780374
-22640.8556887978,-21050.854733115742,-2295.9709167480464,4036.8657363088505,-1916.6971507825344,-18855.396069978407,-4864.680139642012,9331.07576872173,6419.043791921515,6139.2784118652335,4643.578278390984,8854.928769563372,8633.011265804895,8467.624061986018,10338.707974082545,8740.550593325965,2837.5575416966485,8290.315929212067,8801.598297922234,7772.571162173623,9355.79601087068,4931.18637486508,9458.50422507838,6102.386273835834,7154.063174599095,9744.606520000256,-9473.624982331927,-17562.288987009146,-4052.4256856817938,-3505.694238763106,-19220.678429854543,-3228.7522366172384,-17961.577365272922
-22639.287145514238,-21048.909739444127,-2292.959313643606,4039.500889025236,-1915.2540909616569,-18854.01575188888,-4861.354827880858,9331.765927766495,6420.298626548365,6140.97243861148,4643.327311465614,8855.054253026057,8633.45045792429,8469.757280851665,10340.59022602282,8739.734950818513,2838.4986676667863,8291.696247301603,8800.28072156404,7772.571162173623,9356.109719527394,4931.311858327765,9459.319867585833,6102.198048641807,7153.623982479697,9744.982970388312,-9475.695459466231,-17573.958949038853,-4052.927619532535,-3507.827457628752,-19224.50567546644,-3234.8381845574622,-17966.22025339227
-22637.78134396201,-21046.96474577251,-2291.0770617033304,4041.069432308799,-1914.187481528834,-18852.88640072471,-4860.978377492804,9331.765927766495,6421.114269055817,6142.101789775647,4642.448927226819,8854.928769563372,8633.387716192945,8471.263082403884,10341.405868530272,8738.982050042403,2838.561409398129,8292.63737327174,8798.71217828048,7772.194711785566,9355.984236064709,4931.123633133737,9459.25712585449,6101.131439208984,7152.118180927477,9744.292811343543,-9477.514969675165,-17581.738923725326,-4052.6766526071647,-3510.3998686137948,-19227.580020302215,-3239.857523064864,-17971.49055882504
-22638.659728200808,-21044.329593056125,-2291.4535120913856,4043.07716771176,-1912.6816799766136,-18851.757049560543,-4862.609662507709,9332.142378154553,6421.867169831928,6143.356624402497,4641.570542988024,8855.305219951428,8633.95239177503,8472.078724911338,10341.154901604901,8739.107533505088,2837.9967338160463,8293.703982704563,8797.833794041682,7771.943744860195,9355.670527407998,4930.93540793971,9459.382609317176,6100.127571507504,7150.675121106598,9743.539910567431,-9477.95416179456,-17587.07197088944,-4051.9237518310542,-3511.02728592722,-19230.779848600687,-3242.492675781249,-17973.623777690686
-22642.612457275383,-21042.321857653165,-2294.8415655838808,4044.8966779206926,-1911.238620155736,-18850.941407053087,-4864.11546405993,9332.769795467977,6422.808295802066,6144.485975566663,4640.503933555201,8855.744412070826,8634.642550819797,8472.70614222476,10339.774583515367,8739.483983893142,2837.620283427991,8294.456883480674,8797.896535773025,7772.382936979595,9355.105851825914,4930.872666208367,9459.821801436572,6100.127571507504,7149.9849620618315,9743.477168836089,-9478.205128719934,-17589.5188984118,-4052.6139108758225,-3510.9645441958774,-19236.175637496144,-3247.7002394826786,-17973.937486347397
-22646.94163673802,-21042.447341115847,-2298.229619076377,4044.7084527266647,-1911.6150705437908,-18850.439473202357,-4865.056590030067,9332.01689469187,6422.306361951325,6144.548717298005,4638.684423346268,8854.426835712633,8634.266100431742,8472.70614222476,10337.704106381065,8738.605599654347,2836.741899189196,8293.829466167248,8797.01815153423,7771.881003128854,9353.78827546772,4930.057023700913,9459.445351048518,6100.002088044817,7149.043836091692,9742.787009791326,-9479.773672003492,-17585.126977217824,-4056.441156487715,-3510.713577270508,-19240.56755869012,-3257.801658228824,-17974.878612317534
-22647.63179578279,-21044.329593056125,-2298.9825198524873,4043.1399094431026,-1913.1208720960112,-18849.24738030685,-4865.307556955438,9330.197384482935,6420.863302130448,6144.611459029347,4636.300237555252,8851.666199533562,8633.826908312345,8472.70614222476,10337.13943079898,8736.409639057358,2835.675289756373,8293.013823659796,8795.01041613127,7769.496817337838,9352.53344084087,4928.927672536749,9458.880675466435,6098.747253417968,7147.538034539472,9741.21846650776,-9481.718665675113,-17572.51588921798,-4060.9585611443767,-3509.1450339869443,-19240.379333496086,-3262.5072880795124,-17973.74926115337
-22644.36922575298,-21046.96474577251,-2297.7904269569794,4042.010558278937,-1913.9992563348064,-18847.67883702328,-4864.9938482987245,9328.879808124742,6420.486851742392,6145.489843268143,4634.041535226922,8849.84668932463,8634.391583894425,8473.270817806846,10338.331523694487,8734.46464538574,2835.487064562345,8293.453015779192,8793.128164190994,7766.9871480841375,9351.843281796106,4928.802189074064,9459.25712585449,6097.115968403064,7146.596908569335,9740.089115343597,-9482.220599525854,-17558.461741397252,-4062.715329621967,-3507.0745568526413,-19239.689174451323,-3254.72731339304,-17968.792664377306
-22639.60085417095,-21049.03522290681,-2295.2180159719364,4042.2615252043065,-1913.2463555586965,-18846.6749693218,-4864.4919144479845,9328.8170663934,6422.0553950259555,6146.995644820362,4632.723958868729,8849.84668932463,8635.583676789935,8474.525652433696,10339.711841784025,8734.213678460372,2836.553673995168,8294.833333868728,8791.685104370115,7765.732313457286,9351.78054006476,4929.868798506886,9460.072768361944,6096.174842432924,7146.345941643965,9739.71266495554,-9480.024638928864,-17549.238706889904,-4060.9585611443767,-3506.5098812705587,-19238.748048481182,-3240.6104238409744,-17962.393007780374
-22635.64812509637,-21049.97634887695,-2293.084797106291,4042.7634590550474,-1911.4268453497637,-18846.04755200837,-4863.299821552477,9329.507225438167,6424.439580816971,6148.940638491981,4632.786700600072,8850.787815294769,8636.775769685442,8476.407904373971,10341.531351992957,8735.593996549907,2838.122217278731,8296.527360614977,8790.80672013132,7765.795055188629,9352.156990452817,4931.43734179045,9460.700185675369,6096.30032589561,7146.596908569335,9740.026373612252,-9476.19739331697,-17549.301448621245,-4058.323408427991,-3507.513748972039,-19235.234511526007,-3231.4501310649666,-17958.75398736251
